Search query: classification deep convolutional neural networks;
Year,Count;
2022,29;
2021,148;
2020,1038;
2019,695;
2018,43;
2017,176;
2016,5;
2015,14;
2014,1;
2013,1;
;
Año;Número de publicaciones
2017;176
2018;43
2019;695
2020;1038
2021;148
2022;29
